,品种/合约,日期,名次,会员简称,成交量（手）,增减量,会员简称,持买仓量,增减量,会员简称,持卖仓量,增减量
248,纯碱SA,2021-01-29,20,鲁证期货,10306,3538,东吴期货,4009,151,广发期货,3604,-292
249,硅铁SF,2021-01-29,1,中信期货,115698,23310,中信期货,15848,1152,中信期货,18850,-986
250,硅铁SF,2021-01-29,2,东证期货,47363,15581,银河期货,8528,-2172,五矿经易期货,12064,469
251,硅铁SF,2021-01-29,3,徽商期货,29056,7786,一德期货,6535,-4559,东证期货,9534,2683
252,硅铁SF,2021-01-29,4,光大期货,21864,5802,五矿经易期货,6376,-1286,银河期货,7104,-2158
253,硅铁SF,2021-01-29,5,广发期货,21059,15312,永安期货,5868,-343,永安期货,6602,-36
254,硅铁SF,2021-01-29,6,东方财富,21008,4832,华融融达期货,5775,2685,华融融达期货,6046,-398
255,硅铁SF,2021-01-29,7,东吴期货,18513,2755,国投安信期货,5594,-2817,光大期货,5350,1089
256,硅铁SF,2021-01-29,8,申银万国,18150,5517,美尔雅,5426,58,国泰君安,5032,1153
257,硅铁SF,2021-01-29,9,华闻期货,18074,-2356,国泰君安,5232,-1214,华泰期货,4949,-159
258,硅铁SF,2021-01-29,10,美尔雅,17869,7058,东证期货,5002,-6378,新湖期货,4065,240
259,硅铁SF,2021-01-29,11,银河期货,17390,7013,海通期货,4222,-632,中粮期货,4015,-2161
260,硅铁SF,2021-01-29,12,华泰期货,17083,2476,光大期货,4121,483,海通期货,3429,208
261,硅铁SF,2021-01-29,13,海通期货,16096,253,中原期货,4049,-943,华闻期货,3164,1431
262,硅铁SF,2021-01-29,14,新湖期货,14681,1380,新湖期货,3530,-363,浙商期货,2997,-1058
263,硅铁SF,2021-01-29,15,国泰君安,13647,-2429,华泰期货,3394,-1396,首创期货,2502,55
264,硅铁SF,2021-01-29,16,国投安信期货,13547,7697,华闻期货,3274,1401,东海期货,2464,1649
265,硅铁SF,2021-01-29,17,中粮期货,12822,1796,徽商期货,3218,412,中信建投,2255,509
266,硅铁SF,2021-01-29,18,永安期货,12217,1793,海证期货,3198,1331,东吴期货,2135,-207
267,硅铁SF,2021-01-29,19,创元期货,12133,2129,建信期货,3151,-56,南华期货,1945,407
268,硅铁SF,2021-01-29,20,一德期货,12112,6394,申银万国,3016,-40,大有期货,1932,-752
269,锰硅SM,2021-01-29,1,中信期货,118886,-6090,中信期货,20154,1309,中信期货,21535,-649
270,锰硅SM,2021-01-29,2,东证期货,31403,-5115,申银万国,9820,-39,银河期货,16216,-895
271,锰硅SM,2021-01-29,3,银河期货,19990,4389,五矿经易期货,8992,1445,国泰君安,9599,581
272,锰硅SM,2021-01-29,4,华闻期货,17217,2799,国泰君安,5948,-584,五矿经易期货,7642,705
273,锰硅SM,2021-01-29,5,海通期货,16615,-6698,一德期货,5444,879,中钢期货,7503,-1722
274,锰硅SM,2021-01-29,6,华西期货,15832,3575,东证期货,4943,-189,中信建投,6230,519
275,锰硅SM,2021-01-29,7,广发期货,15681,-6643,国投安信期货,4717,3051,中粮期货,4153,274
276,锰硅SM,2021-01-29,8,徽商期货,14171,890,东兴期货,3923,-301,东证期货,4014,926
277,锰硅SM,2021-01-29,9,光大期货,13412,-1765,银河期货,3882,917,一德期货,3619,418
278,锰硅SM,2021-01-29,10,东吴期货,12209,-1339,永安期货,3861,364,上海大陆,3137,-230
279,锰硅SM,2021-01-29,11,华泰期货,11543,-1708,中粮期货,3608,235,东吴期货,3103,609
280,锰硅SM,2021-01-29,12,国信期货,9121,636,广发期货,3393,168,申银万国,2950,83
281,锰硅SM,2021-01-29,13,中财期货,8537,4615,兴证期货,2882,375,兴证期货,2830,-21
282,锰硅SM,2021-01-29,14,国泰君安,8237,-935,国海良时,2818,-1026,东兴期货,2798,-518
283,锰硅SM,2021-01-29,15,锦泰期货,7788,713,海证期货,2817,-387,永安期货,2780,39
284,锰硅SM,2021-01-29,16,宏源期货,7716,1014,弘业期货,2589,1386,东海期货,2532,-214
285,锰硅SM,2021-01-29,17,新湖期货,7709,464,华泰期货,2541,-1328,华泰期货,2379,1011
286,锰硅SM,2021-01-29,18,华安期货,7633,68,天富期货,2483,-75,宏源期货,1964,752
287,锰硅SM,2021-01-29,19,国海良时,7556,350,东吴期货,2477,306,浙商期货,1921,-855
288,锰硅SM,2021-01-29,20,中辉期货,7422,-2744,方正中期,1806,-340,广发期货,1860,227
289,白糖SR,2021-01-29,1,东证期货,97191,-4305,中粮期货,41616,1229,中粮期货,162115,-1197
290,白糖SR,2021-01-29,2,华泰期货,60792,2171,华泰期货,36879,782,中信期货,38645,1106
291,白糖SR,2021-01-29,3,海通期货,57260,-34996,光大期货,26315,-222,华泰期货,32110,-6710
292,白糖SR,2021-01-29,4,中信期货,34780,-7982,中信期货,25921,-640,首创期货,26855,-18
293,白糖SR,2021-01-29,5,光大期货,27274,-9548,华联期货,20784,-237,永安期货,26843,45
294,白糖SR,2021-01-29,6,华西期货,25507,-9787,永安期货,19693,-532,东证期货,25071,450
295,白糖SR,2021-01-29,7,东吴期货,20496,-2650,宏源期货,16232,1192,国盛期货,19261,4
296,白糖SR,2021-01-29,8,中粮期货,19962,-5231,国泰君安,16055,166,东兴期货,17186,-192
297,白糖SR,2021-01-29,9,广发期货,16274,-5820,华融融达期货,13500,631,国投安信期货,15805,249
298,白糖SR,2021-01-29,10,银河期货,14547,-2603,东证期货,13468,-1203,广发期货,14121,62
299,白糖SR,2021-01-29,11,徽商期货,14403,-1931,银河期货,13413,-432,宏源期货,13777,303
300,白糖SR,2021-01-29,12,国泰君安,14401,-8365,中信建投,12838,1101,浙商期货,13007,397
301,白糖SR,2021-01-29,13,华闻期货,14010,-275,徽商期货,12677,1905,光大期货,12988,976
302,白糖SR,2021-01-29,14,方正中期,12222,-2571,海通期货,12666,-2179,华金期货,12446,-591
303,白糖SR,2021-01-29,15,申银万国,11308,-1044,首创期货,12375,1132,中投天琪,11871,306
304,白糖SR,2021-01-29,16,华安期货,11089,-3630,方正中期,11889,-817,南华期货,10898,406
305,白糖SR,2021-01-29,17,宏源期货,10735,-542,平安期货,11108,-66,天风期货,10149,1194
306,白糖SR,2021-01-29,18,国贸期货,10301,-6643,东兴期货,10624,1044,国泰君安,10132,1103
307,白糖SR,2021-01-29,19,华金期货,9575,-3283,中州期货,10289,643,银河期货,9187,181
308,白糖SR,2021-01-29,20,中信建投,9459,-203,申银万国,9536,-781,东海期货,8306,145
309,PTA,2021-01-29,1,东证期货,433911,181427,永安期货,127463,27374,国贸期货,252532,20237
310,PTA,2021-01-29,2,中信期货,359604,176108,华泰期货,126089,3735,永安期货,247400,384
311,PTA,2021-01-29,3,海通期货,296788,83315,南华期货,125756,-7556,中信期货,216179,-3457
312,PTA,2021-01-29,4,华泰期货,255388,121537,信达期货,119715,-3151,建信期货,185142,-11116
313,PTA,2021-01-29,5,冠通期货,183624,123999,东证期货,98085,16142,中银国际,182836,-321
314,PTA,2021-01-29,6,国泰君安,154043,75841,中信期货,97336,12617,国泰君安,138273,-12618
315,PTA,2021-01-29,7,光大期货,139751,24801,浙商期货,92791,-4408,银河期货,125867,-550
316,PTA,2021-01-29,8,银河期货,138245,78850,瑞达期货,89634,782,五矿经易期货,119316,4466
317,PTA,2021-01-29,9,永安期货,136216,63008,国泰君安,86607,25631,光大期货,98858,1451
318,PTA,2021-01-29,10,华闻期货,129517,69300,国投安信期货,83266,817,申银万国,88912,-1929
319,PTA,2021-01-29,11,国富期货,126406,68310,宝城期货,73037,957,通惠期货,80234,2061
320,PTA,2021-01-29,12,东吴期货,120451,64180,广发期货,71300,-453,东吴期货,79870,3198
321,PTA,2021-01-29,13,徽商期货,119766,81133,光大期货,65184,-366,东证期货,79652,14245
322,PTA,2021-01-29,14,华西期货,116463,67777,银河期货,63058,-2247,新湖期货,75831,3434
323,PTA,2021-01-29,15,华安期货,113062,43826,大地期货,58608,629,东海期货,75068,1098
324,PTA,2021-01-29,16,新湖期货,112744,49593,建信期货,56851,-803,南华期货,68799,-529
325,PTA,2021-01-29,17,东海期货,111015,89037,徽商期货,55182,-1327,瑞达期货,60336,-1019
326,PTA,2021-01-29,18,中辉期货,107180,59020,申银万国,53076,392,宝城期货,54623,-804
327,PTA,2021-01-29,19,方正中期,78123,38472,中辉期货,52995,-2790,中国国际,46980,4271
328,PTA,2021-01-29,20,申银万国,64579,39786,金瑞期货,52012,-14330,华泰期货,43235,-1931
329,尿素UR,2021-01-29,1,海通期货,41467,10745,中信期货,12029,914,国泰君安,8666,1063
330,尿素UR,2021-01-29,2,东证期货,22635,5853,鲁证期货,8924,1981,永安期货,8269,934
331,尿素UR,2021-01-29,3,中信建投,17981,12477,国泰君安,6308,2272,银河期货,7346,-200
332,尿素UR,2021-01-29,4,徽商期货,16265,4812,海通期货,5737,1675,美尔雅,4837,216
333,尿素UR,2021-01-29,5,国泰君安,12085,5897,银河期货,5562,337,华安期货,4684,604
334,尿素UR,2021-01-29,6,华安期货,11150,4783,东证期货,5437,296,宝城期货,4403,3582
335,尿素UR,2021-01-29,7,华泰期货,11002,5265,永安期货,5198,1594,徽商期货,4391,1576
336,尿素UR,2021-01-29,8,永安期货,10660,1892,中信建投,4340,2408,格林大华期货,4266,2150
337,尿素UR,2021-01-29,9,光大期货,10635,3574,华泰期货,3838,683,中信期货,3933,389
338,尿素UR,2021-01-29,10,美尔雅,10154,6351,中辉期货,3331,1554,长江期货,3425,21
339,尿素UR,2021-01-29,11,银河期货,9905,1750,华安期货,3237,306,浙商期货,3208,1280
340,尿素UR,2021-01-29,12,浙商期货,8765,4087,长江期货,3185,284,申银万国,3139,647
341,尿素UR,2021-01-29,13,冠通期货,8751,7317,南华期货,3013,504,中信建投,3060,385
342,尿素UR,2021-01-29,14,东吴期货,7945,2844,一德期货,2908,305,宏源期货,2954,259
343,尿素UR,2021-01-29,15,鲁证期货,7863,-1658,宏源期货,2803,801,国贸期货,2930,280
344,尿素UR,2021-01-29,16,中辉期货,7399,4164,东吴期货,2715,-79,华泰期货,2921,1469
345,尿素UR,2021-01-29,17,中信期货,6889,966,兴证期货,2634,908,弘业期货,2834,1039
346,尿素UR,2021-01-29,18,方正中期,6655,3319,招金期货,2593,1433,河北恒银,2595,234
347,尿素UR,2021-01-29,19,东方财富,5685,2455,中州期货,2187,570,国投安信期货,2411,189
348,尿素UR,2021-01-29,20,一德期货,5505,1450,浙商期货,1996,1021,一德期货,2280,1372
349,强麦WH,2021-01-29,1,徽商期货,44,30,中信建投,143,-5,国泰君安,330,0
350,强麦WH,2021-01-29,2,招金期货,32,32,兴证期货,76,1,中信建投,228,0
351,强麦WH,2021-01-29,3,上海大陆,16,16,新晟期货,39,0,永安期货,85,0
352,强麦WH,2021-01-29,4,中辉期货,13,7,中天期货,35,0,中财期货,66,0
353,强麦WH,2021-01-29,5,渤海期货,7,6,招金期货,33,8,华融融达期货,28,0
354,强麦WH,2021-01-29,6,中信建投,7,-6,东航期货,32,-3,新纪元期货,22,4
355,强麦WH,2021-01-29,7,中银国际,6,3,华闻期货,32,0,长江期货,19,0
356,强麦WH,2021-01-29,8,东证期货,5,4,中银国际,31,0,国投安信期货,6,0
357,强麦WH,2021-01-29,9,新纪元期货,4,1,国泰君安,27,1,银河期货,5,3
358,强麦WH,2021-01-29,10,创元期货,4,4,海通期货,23,0,华泰期货,3,2
359,强麦WH,2021-01-29,11,东航期货,4,3,永安期货,23,1,华安期货,3,0
360,强麦WH,2021-01-29,12,东方财富,4,4,招商期货,22,0,中州期货,1,0
361,强麦WH,2021-01-29,13,银河期货,3,1,徽商期货,22,14,恒泰期货,1,-1
362,强麦WH,2021-01-29,14,兴业期货,3,-7,上海大陆,19,0,晟鑫期货,0,0
363,强麦WH,2021-01-29,15,永安期货,3,3,宝城期货,19,0,上海大陆,0,0
364,强麦WH,2021-01-29,16,平安期货,3,3,中州期货,18,0,招商期货,0,0
365,强麦WH,2021-01-29,17,华泰期货,2,1,广发期货,16,0,宝城期货,0,0
366,强麦WH,2021-01-29,18,长江期货,2,1,信达期货,15,0,格林大华期货,0,0
367,强麦WH,2021-01-29,19,东吴期货,2,2,上海中期,14,0,江苏东华,0,0
368,强麦WH,2021-01-29,20,华安期货,2,1,格林大华期货,12,0,弘业期货,0,0
369,动力煤ZC,2021-01-29,1,东证期货,143875,37948,永安期货,32731,5538,中信期货,25496,1974
370,动力煤ZC,2021-01-29,2,光大期货,80154,30766,中信期货,28349,1521,国泰君安,20695,1703
371,动力煤ZC,2021-01-29,3,中信期货,70447,20375,华泰期货,14746,2113,东证期货,15282,1581
372,动力煤ZC,2021-01-29,4,海通期货,67374,8094,东证期货,10570,-128,国投安信期货,11347,-1817
373,动力煤ZC,2021-01-29,5,华闻期货,65181,32356,银河期货,10568,1382,银河期货,10566,6
374,动力煤ZC,2021-01-29,6,新湖期货,49005,15957,瑞达期货,8485,411,华泰期货,10081,168
375,动力煤ZC,2021-01-29,7,华西期货,46723,14383,中信建投,7740,4048,光大期货,9097,-184
376,动力煤ZC,2021-01-29,8,华泰期货,46593,18551,五矿经易期货,7624,1433,国联期货,8080,1832
377,动力煤ZC,2021-01-29,9,徽商期货,43172,23746,新湖期货,7479,655,永安期货,8027,1452
378,动力煤ZC,2021-01-29,10,中信建投,34829,16332,国盛期货,7403,29,美尔雅,7493,56
379,动力煤ZC,2021-01-29,11,国富期货,31521,7953,首创期货,7102,-136,海通期货,6375,-522
380,动力煤ZC,2021-01-29,12,永安期货,25698,10557,宝城期货,7096,5403,徽商期货,6105,1137
381,动力煤ZC,2021-01-29,13,东吴期货,25240,10280,国泰君安,6941,-2067,兴证期货,4899,625
382,动力煤ZC,2021-01-29,14,国泰君安,24782,8027,申银万国,6730,851,浙商期货,4887,1947
383,动力煤ZC,2021-01-29,15,银河期货,23926,13842,南华期货,5109,-412,一德期货,4824,-208
384,动力煤ZC,2021-01-29,16,华安期货,22391,9845,一德期货,5043,517,宏源期货,4659,650
385,动力煤ZC,2021-01-29,17,东方财富,22020,8195,中粮期货,4445,135,国富期货,4647,288
386,动力煤ZC,2021-01-29,18,中天期货,21126,10864,长江期货,4251,-93,方正中期,4638,930
387,动力煤ZC,2021-01-29,19,申银万国,20724,8508,海通期货,3914,108,鲁证期货,4366,38
388,动力煤ZC,2021-01-29,20,创元期货,20647,4382,方正中期,3782,-605,申银万国,4322,999
389,AP103,2021-01-29,1,海通期货,1701,-1938,先锋期货,977,-2,海证期货,1333,-6
390,AP103,2021-01-29,2,华西期货,434,-544,南华期货,856,1,永安期货,917,-1
391,AP103,2021-01-29,3,渤海期货,325,114,方正中期,677,-83,宏源期货,787,20
392,AP103,2021-01-29,4,东证期货,323,-210,国投安信期货,654,-1,东证期货,744,-133
393,AP103,2021-01-29,5,方正中期,262,70,长江期货,602,-35,徽商期货,645,41
394,AP103,2021-01-29,6,徽商期货,260,-19,弘业期货,593,-10,国投安信期货,539,2
395,AP103,2021-01-29,7,华安期货,245,-140,银河期货,526,-12,国元期货,522,5
396,AP103,2021-01-29,8,东吴期货,240,-128,华泰期货,521,7,浙商期货,438,17
397,AP103,2021-01-29,9,中州期货,212,183,国元期货,491,-2,银河期货,435,-13
398,AP103,2021-01-29,10,东海期货,162,68,鲁证期货,457,-3,方正中期,424,-53
399,AP103,2021-01-29,11,东方财富,152,-90,广州期货,369,-1,国贸期货,392,-9
400,AP103,2021-01-29,12,银河期货,135,-398,新纪元期货,352,-4,国富期货,383,-17
401,AP103,2021-01-29,13,一德期货,135,102,东方财富,345,-25,南华期货,375,34
402,AP103,2021-01-29,14,浙商期货,130,-597,一德期货,334,-33,中辉期货,350,-17
403,AP103,2021-01-29,15,招金期货,118,-104,徽商期货,320,71,华泰期货,346,7
404,AP103,2021-01-29,16,国泰君安,117,-199,中大期货,318,-12,广发期货,330,8
405,AP103,2021-01-29,17,宏源期货,113,-2,国泰君安,312,-7,鲁证期货,326,-25
406,AP103,2021-01-29,18,浙江新世纪,112,44,中州期货,291,-97,混沌天成期货,317,10
407,AP103,2021-01-29,19,中信期货,111,-19,宏源期货,290,-51,创元期货,314,-6
408,AP103,2021-01-29,20,长安期货,110,58,东吴期货,280,-58,华安期货,312,-110
409,AP105,2021-01-29,1,海通期货,41943,-28047,中信期货,12264,-1235,华泰期货,14722,-2196
410,AP105,2021-01-29,2,中信期货,16175,-13867,国泰君安,10881,-525,鲁证期货,12767,-274
411,AP105,2021-01-29,3,徽商期货,15776,-19294,徽商期货,10719,212,永安期货,12525,166
412,AP105,2021-01-29,4,华泰期货,15434,-15617,华泰期货,10087,-1774,中信期货,12345,-906
413,AP105,2021-01-29,5,东吴期货,15373,-22268,方正中期,9575,-355,宏源期货,11501,-434
414,AP105,2021-01-29,6,国泰君安,14752,-11351,永安期货,8875,93,海证期货,10561,46
415,AP105,2021-01-29,7,光大期货,14207,-11516,银河期货,8008,-1432,方正中期,9597,-673
416,AP105,2021-01-29,8,华闻期货,12011,-8223,光大期货,7658,-2720,东证期货,9510,-1153
417,AP105,2021-01-29,9,东证期货,10426,-9101,东方财富,7053,-365,华闻期货,8973,-810
418,AP105,2021-01-29,10,华安期货,10331,-11903,中大期货,6883,-241,银河期货,8519,-1824
419,AP105,2021-01-29,11,东方财富,9409,-9634,申银万国,6400,-409,海通期货,8213,-324
420,AP105,2021-01-29,12,方正中期,9228,-14639,长江期货,6067,94,国泰君安,8028,-1761
421,AP105,2021-01-29,13,银河期货,9016,-9112,华安期货,6033,-266,徽商期货,7183,-752
422,AP105,2021-01-29,14,国富期货,8067,-3476,广发期货,5965,-111,一德期货,6870,369
423,AP105,2021-01-29,15,宏源期货,7967,-11175,南华期货,5913,137,光大期货,6723,-2419
424,AP105,2021-01-29,16,招金期货,7861,-1801,鲁证期货,5897,-387,华安期货,6062,93
425,AP105,2021-01-29,17,申银万国,6717,-6636,海通期货,5764,-723,招金期货,5816,-434
426,AP105,2021-01-29,18,永安期货,6311,-8445,国信期货,5532,-751,瑞达期货,5684,-405
427,AP105,2021-01-29,19,中辉期货,6301,-7825,浙商期货,5430,-412,申银万国,5274,-42
428,AP105,2021-01-29,20,东航期货,6159,-2947,东证期货,5291,-1509,国富期货,5009,-1066
429,AP110,2021-01-29,1,海通期货,6861,-6006,华安期货,2845,-176,海证期货,8096,107
430,AP110,2021-01-29,2,徽商期货,1527,-848,永安期货,2800,42,方正中期,4465,-24
431,AP110,2021-01-29,3,东证期货,1470,-877,申银万国,2787,88,永安期货,4322,-35
432,AP110,2021-01-29,4,天风期货,1225,670,信达期货,2702,-5,一德期货,4209,-9
433,AP110,2021-01-29,5,华金期货,1191,986,国泰君安,2702,-23,鲁证期货,3915,-62
434,AP110,2021-01-29,6,国富期货,1104,-13,中大期货,2362,53,华安期货,2444,23
435,AP110,2021-01-29,7,中信期货,1032,-422,华泰期货,2016,33,中辉期货,2370,-19
436,AP110,2021-01-29,8,华安期货,1019,-912,徽商期货,1988,-45,华闻期货,2036,89
437,AP110,2021-01-29,9,新湖期货,979,-916,银河期货,1918,-39,中信建投,2021,13
438,AP110,2021-01-29,10,华泰期货,974,-479,海通期货,1832,-330,宏源期货,2000,23
439,AP110,2021-01-29,11,金鹏期货,929,718,中信期货,1797,-274,徽商期货,1913,-14
440,AP110,2021-01-29,12,申银万国,907,213,方正中期,1788,26,申银万国,1712,1
441,AP110,2021-01-29,13,永安期货,813,-340,弘业期货,1615,-48,招金期货,1625,-140
442,AP110,2021-01-29,14,光大期货,805,-549,光大期货,1553,32,华金期货,1511,1070
443,AP110,2021-01-29,15,华西期货,553,-224,鲁证期货,1545,42,金鹏期货,1445,855
444,AP110,2021-01-29,16,广发期货,538,232,先锋期货,1484,-18,倍特期货,1438,60
445,AP110,2021-01-29,17,方正中期,530,-1140,浙商期货,1388,19,东证期货,1332,-435
446,AP110,2021-01-29,18,华闻期货,528,-156,国信期货,1380,-69,银河期货,1327,-41
447,AP110,2021-01-29,19,宏源期货,479,-285,宝城期货,1328,-103,国泰君安,1303,4
448,AP110,2021-01-29,20,中辉期货,473,-452,南华期货,1289,1,天风期货,1282,810
449,CF103,2021-01-29,1,海通期货,4623,-210,东证期货,4644,-99,东证期货,2284,-14
450,CF103,2021-01-29,2,广发期货,3381,-631,招商期货,1893,-227,大有期货,2104,551
451,CF103,2021-01-29,3,南华期货,2406,-580,中信建投,1490,268,招商期货,1778,-253
452,CF103,2021-01-29,4,东证期货,2357,-2497,长江期货,843,0,华融融达期货,1025,0
453,CF103,2021-01-29,5,银河期货,2319,-1150,华安期货,688,0,华安期货,882,0
454,CF103,2021-01-29,6,中粮期货,2255,-888,银河期货,683,39,长江期货,758,0
455,CF103,2021-01-29,7,中信建投,1878,-648,华融融达期货,554,0,格林大华期货,655,0
456,CF103,2021-01-29,8,弘业期货,1824,-918,南华期货,510,0,南华期货,610,0
457,CF103,2021-01-29,9,冠通期货,1376,880,首创期货,461,-2,银河期货,577,0
458,CF103,2021-01-29,10,国海良时,1320,-178,中粮期货,456,47,冠通期货,500,0
459,CF103,2021-01-29,11,中信期货,1193,-1500,弘业期货,454,5,弘业期货,454,5
460,CF103,2021-01-29,12,招商期货,1188,252,海通期货,338,-28,中原期货,442,0
461,CF103,2021-01-29,13,中辉期货,946,210,金瑞期货,222,-8,中信期货,422,-476
462,CF103,2021-01-29,14,永安期货,779,-489,浙商期货,214,-4,中粮期货,404,-4
463,CF103,2021-01-29,15,宏源期货,776,-207,光大期货,187,69,海通期货,324,9
464,CF103,2021-01-29,16,国投安信期货,754,-405,中信期货,159,-147,鲁证期货,306,40
465,CF103,2021-01-29,17,华金期货,724,724,永安期货,148,-332,永安期货,254,-315
466,CF103,2021-01-29,18,国信期货,698,461,国信期货,139,-40,国元期货,246,0
467,CF103,2021-01-29,19,浙商期货,658,-99,中金期货,125,-325,国投安信期货,141,-319
468,CF103,2021-01-29,20,中金期货,650,200,国投安信期货,103,-335,宏源期货,130,104
469,CF105,2021-01-29,1,东证期货,77396,8524,永安期货,39948,2587,中信期货,49586,-2531
470,CF105,2021-01-29,2,中信期货,39007,90,东证期货,37153,-1519,国投安信期货,44140,-2116
471,CF105,2021-01-29,3,海通期货,37026,4680,银河期货,32323,271,东证期货,41417,505
472,CF105,2021-01-29,4,华西期货,28607,-1079,中信期货,21660,-878,长江期货,30834,-1851
473,CF105,2021-01-29,5,光大期货,25858,4853,国投安信期货,17066,737,华融融达期货,28630,-1240
474,CF105,2021-01-29,6,华泰期货,24348,-3525,中粮期货,17050,2501,中国国际,26934,18
475,CF105,2021-01-29,7,国泰君安,20518,-3671,长江期货,16427,351,永安期货,23371,162
476,CF105,2021-01-29,8,银河期货,20469,8819,海通期货,16095,-4954,国泰君安,22498,1183
477,CF105,2021-01-29,9,中辉期货,17439,10258,华泰期货,15567,1654,中粮期货,20283,-573
478,CF105,2021-01-29,10,永安期货,15009,2225,国泰君安,13788,-615,新湖期货,20250,-108
479,CF105,2021-01-29,11,东吴期货,13402,3052,南华期货,13091,1719,银河期货,16888,1776
480,CF105,2021-01-29,12,广发期货,12918,3680,申银万国,12620,-56,国贸期货,15272,-606
481,CF105,2021-01-29,13,中粮期货,12864,2321,五矿经易期货,11230,270,华泰期货,11099,718
482,CF105,2021-01-29,14,浙商期货,12814,2975,华融融达期货,10557,1498,瑞达期货,8936,-21
483,CF105,2021-01-29,15,宏源期货,10735,2177,浙商期货,9331,2773,信达期货,7436,-660
484,CF105,2021-01-29,16,徽商期货,8341,2326,弘业期货,7479,23,海通期货,6929,442
485,CF105,2021-01-29,17,申银万国,8160,-440,兴证期货,7195,583,兴证期货,5830,405
486,CF105,2021-01-29,18,海证期货,8151,3517,一德期货,7111,-155,上海中期,5142,281
